"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 23, 2017","13,003.14","13,014.57","13,069.40","12,973.43","61.44M","0.09%"
"Oct 20, 2017","12,991.28","13,057.78","13,063.57","12,956.42","83.57M","0.01%"
"Oct 19, 2017","12,990.10","13,036.28","13,042.62","12,911.58","82.34M","-0.41%"
"Oct 18, 2017","13,043.03","13,012.80","13,094.76","13,003.92","65.71M","0.37%"
"Oct 17, 2017","12,995.06","12,995.84","13,034.42","12,967.35","70.29M","-0.07%"
"Oct 16, 2017","13,003.70","13,017.18","13,026.45","13,000.38","56.35M","0.09%"
"Oct 13, 2017","12,991.87","12,995.08","13,036.74","12,964.35","70.25M","0.07%"
"Oct 12, 2017","12,982.89","12,977.27","13,002.34","12,945.07","76.55M","0.09%"
"Oct 11, 2017","12,970.68","12,965.28","12,976.32","12,925.24","75.12M","0.17%"
"Oct 10, 2017","12,949.25","12,959.72","12,980.45","12,909.28","67.27M","-0.21%"
"Oct 09, 2017","12,976.40","12,975.86","12,996.64","12,943.55","62.76M","0.16%"
"Oct 06, 2017","12,955.94","12,979.34","12,993.53","12,941.15","75.29M","-0.09%"
"Oct 05, 2017","12,968.05","12,950.18","12,969.40","12,933.56","80.96M","-0.02%"
"Oct 04, 2017","12,970.52","12,955.89","12,976.24","12,893.75","118.79M","0.53%"
"Oct 02, 2017","12,902.65","12,866.27","12,902.65","12,849.59","74.92M","0.58%"
"Sep 29, 2017","12,828.86","12,725.87","12,828.86","12,722.38","108.15M","0.98%"
"Sep 28, 2017","12,704.65","12,682.37","12,708.70","12,666.03","87.58M","0.37%"
"Sep 27, 2017","12,657.41","12,630.40","12,685.19","12,625.55","82.22M","0.41%"
"Sep 26, 2017","12,605.20","12,557.44","12,629.93","12,551.87","75.45M","0.08%"
"Sep 25, 2017","12,594.81","12,573.35","12,633.06","12,564.84","81.07M","0.02%"
"Sep 22, 2017","12,592.35","12,569.66","12,646.56","12,568.80","78.84M","-0.06%"
"Sep 21, 2017","12,600.03","12,601.95","12,621.28","12,582.04","103.93M","0.25%"
"Sep 20, 2017","12,569.17","12,550.92","12,593.25","12,518.22","104.83M","0.06%"
"Sep 19, 2017","12,561.79","12,556.46","12,566.20","12,527.90","76.52M","0.02%"
"Sep 18, 2017","12,559.39","12,593.55","12,613.56","12,537.07","60.15M","0.32%"
"Sep 15, 2017","12,518.81","12,525.36","12,561.35","12,506.94","197.94M","-0.17%"
"Sep 14, 2017","12,540.45","12,524.12","12,552.16","12,499.55","85.61M","-0.10%"
"Sep 13, 2017","12,553.57","12,489.25","12,565.85","12,489.25","82.36M","0.23%"
"Sep 12, 2017","12,524.77","12,527.44","12,558.03","12,512.59","87.72M","0.40%"
"Sep 11, 2017","12,475.24","12,381.52","12,481.77","12,381.33","79.20M","1.39%"
"Sep 08, 2017","12,303.98","12,261.81","12,321.61","12,245.33","63.29M","0.06%"
"Sep 07, 2017","12,296.63","12,284.14","12,363.60","12,265.51","96.60M","0.67%"
"Sep 06, 2017","12,214.54","12,071.90","12,260.76","12,066.84","85.60M","0.75%"
"Sep 05, 2017","12,123.71","12,125.42","12,210.25","12,100.26","67.68M","0.18%"
"Sep 04, 2017","12,102.21","12,051.80","12,138.41","12,050.53","45.05M","-0.33%"
"Sep 01, 2017","12,142.64","12,101.15","12,191.23","12,085.31","75.81M","0.72%"
"Aug 31, 2017","12,055.84","12,098.57","12,115.55","12,034.18","80.72M","0.44%"
"Aug 30, 2017","12,002.47","12,026.45","12,040.82","11,989.61","59.03M","0.47%"
"Aug 29, 2017","11,945.88","12,031.12","12,032.32","11,868.84","100.90M","-1.46%"
"Aug 28, 2017","12,123.47","12,105.49","12,173.53","12,064.36","35.88M","-0.37%"
"Aug 25, 2017","12,167.94","12,194.73","12,249.44","12,132.50","59.30M","-0.11%"
"Aug 24, 2017","12,180.83","12,196.18","12,254.75","12,169.54","64.80M","0.05%"
"Aug 23, 2017","12,174.30","12,227.23","12,269.92","12,155.74","65.94M","-0.45%"
"Aug 22, 2017","12,229.34","12,151.76","12,234.79","12,124.15","68.61M","1.35%"
"Aug 21, 2017","12,065.99","12,105.72","12,149.58","12,021.70","72.15M","-0.82%"
"Aug 18, 2017","12,165.19","12,103.51","12,178.09","12,080.74","90.54M","-0.31%"
"Aug 17, 2017","12,203.46","12,236.60","12,290.05","12,184.27","76.45M","-0.49%"
"Aug 16, 2017","12,263.86","12,250.02","12,301.40","12,240.83","66.67M","0.71%"
"Aug 15, 2017","12,177.04","12,208.30","12,234.64","12,156.87","62.18M","0.10%"
"Aug 14, 2017","12,165.12","12,100.17","12,195.43","12,097.00","80.12M","1.26%"
"Aug 11, 2017","12,014.06","11,961.60","12,046.89","11,934.92","93.89M","-0.00%"
"Aug 10, 2017","12,014.30","12,158.69","12,158.92","11,993.73","97.86M","-1.15%"
"Aug 09, 2017","12,154.00","12,191.37","12,227.52","12,100.12","118.23M","-1.12%"
"Aug 08, 2017","12,292.05","12,239.78","12,329.97","12,184.59","71.15M","0.28%"
"Aug 07, 2017","12,257.17","12,305.74","12,336.00","12,225.77","68.06M","-0.33%"
"Aug 04, 2017","12,297.72","12,138.09","12,321.98","12,123.66","98.57M","1.18%"
"Aug 03, 2017","12,154.72","12,130.76","12,184.60","12,099.13","81.42M","-0.22%"
"Aug 02, 2017","12,181.48","12,269.90","12,275.00","12,153.54","88.39M","-0.57%"
"Aug 01, 2017","12,251.29","12,147.89","12,302.38","12,092.06","89.61M","1.10%"
"Jul 31, 2017","12,118.25","12,141.53","12,210.30","12,097.36","89.28M","-0.37%"
"Jul 28, 2017","12,162.70","12,151.38","12,183.77","12,098.57","93.13M","-0.40%"
"Jul 27, 2017","12,212.04","12,230.09","12,293.90","12,176.02","102.84M","-0.76%"
"Jul 26, 2017","12,305.11","12,260.30","12,341.03","12,255.74","81.67M","0.33%"
"Jul 25, 2017","12,264.31","12,228.32","12,301.67","12,211.14","80.62M","0.45%"
"Jul 24, 2017","12,208.95","12,228.63","12,235.85","12,142.01","88.82M","-0.25%"
"Jul 21, 2017","12,240.06","12,424.80","12,464.12","12,190.89","136.83M","-1.66%"
"Jul 20, 2017","12,447.25","12,514.84","12,575.52","12,392.19","107.31M","-0.04%"
"Jul 19, 2017","12,452.05","12,468.06","12,475.17","12,418.67","77.53M","0.17%"
"Jul 18, 2017","12,430.39","12,540.93","12,572.86","12,384.61","89.67M","-1.25%"
"Jul 17, 2017","12,587.16","12,652.37","12,656.13","12,542.96","54.77M","-0.35%"
"Jul 14, 2017","12,631.72","12,642.65","12,662.01","12,577.33","70.41M","-0.08%"
"Jul 13, 2017","12,641.33","12,614.13","12,676.52","12,613.52","81.57M","0.12%"
"Jul 12, 2017","12,626.58","12,469.85","12,648.19","12,468.16","99.76M","1.52%"
"Jul 11, 2017","12,437.02","12,479.67","12,539.18","12,417.85","74.91M","-0.07%"
"Jul 10, 2017","12,445.92","12,464.96","12,482.95","12,406.20","71.50M","0.46%"
"Jul 07, 2017","12,388.68","12,376.19","12,388.68","12,339.91","81.46M","0.06%"
"Jul 06, 2017","12,381.25","12,474.51","12,490.72","12,316.43","115.83M","-0.58%"
"Jul 05, 2017","12,453.68","12,432.41","12,496.82","12,406.69","85.18M","0.13%"
"Jul 04, 2017","12,437.13","12,413.60","12,481.81","12,411.56","66.56M","-0.31%"
"Jul 03, 2017","12,475.31","12,396.34","12,486.29","12,390.73","79.45M","1.22%"
"Jun 30, 2017","12,325.12","12,424.50","12,459.69","12,319.00","107.05M","-0.73%"
"Jun 29, 2017","12,416.19","12,707.48","12,729.18","12,396.13","119.03M","-1.83%"
"Jun 28, 2017","12,647.27","12,586.06","12,671.28","12,536.86","106.79M","-0.19%"
"Jun 27, 2017","12,671.02","12,728.50","12,751.20","12,644.95","110.32M","-0.78%"
"Jun 26, 2017","12,770.83","12,783.89","12,841.31","12,752.75","70.39M","0.29%"
"Jun 23, 2017","12,733.41","12,757.97","12,787.22","12,677.40","78.47M","-0.47%"
"Jun 22, 2017","12,794.00","12,758.66","12,806.02","12,717.29","74.01M","0.15%"
"Jun 21, 2017","12,774.26","12,792.32","12,804.42","12,708.99","72.03M","-0.32%"
"Jun 20, 2017","12,814.79","12,938.04","12,951.54","12,814.76","81.46M","-0.58%"
"Jun 19, 2017","12,888.95","12,849.99","12,912.85","12,833.01","80.35M","1.07%"
"Jun 16, 2017","12,752.73","12,746.05","12,762.35","12,707.59","223.60M","0.48%"
"Jun 15, 2017","12,691.81","12,801.91","12,804.47","12,620.90","123.57M","-0.89%"
"Jun 14, 2017","12,805.95","12,798.26","12,921.17","12,788.70","107.15M","0.32%"
"Jun 13, 2017","12,764.98","12,739.50","12,790.30","12,727.83","76.83M","0.59%"
"Jun 12, 2017","12,690.44","12,760.39","12,782.73","12,666.39","96.94M","-0.98%"
"Jun 09, 2017","12,815.72","12,711.53","12,821.03","12,711.53","93.32M","0.80%"
"Jun 08, 2017","12,713.58","12,688.54","12,740.36","12,684.71","100.52M","0.32%"
"Jun 07, 2017","12,672.49","12,659.97","12,746.42","12,640.52","127.08M","-0.14%"
"Jun 06, 2017","12,690.12","12,768.46","12,788.34","12,679.58","84.16M","-1.04%"
"Jun 02, 2017","12,822.94","12,735.00","12,878.59","12,734.78","91.15M","1.25%"
"Jun 01, 2017","12,664.92","12,623.61","12,677.60","12,621.53","90.29M","0.40%"
"May 31, 2017","12,615.06","12,612.52","12,709.13","12,582.80","140.25M","0.13%"
"May 30, 2017","12,598.68","12,583.82","12,648.10","12,567.22","74.54M","-0.24%"
"May 29, 2017","12,628.95","12,588.80","12,633.37","12,578.58","38.07M","0.21%"
"May 26, 2017","12,602.18","12,604.40","12,611.49","12,529.51","75.56M","-0.15%"
"May 25, 2017","12,621.72","12,693.84","12,697.66","12,543.77","59.48M","-0.17%"
"May 24, 2017","12,642.87","12,631.39","12,662.05","12,617.76","73.73M","-0.13%"
"May 23, 2017","12,659.15","12,597.54","12,703.74","12,593.33","91.03M","0.31%"
"May 22, 2017","12,619.46","12,664.97","12,670.26","12,571.06","75.33M","-0.15%"
"May 19, 2017","12,638.69","12,612.30","12,658.55","12,596.72","121.95M","0.39%"
"May 18, 2017","12,590.06","12,608.19","12,634.26","12,489.95","123.48M","-0.33%"
"May 17, 2017","12,631.61","12,700.12","12,786.89","12,587.45","108.95M","-1.35%"
"May 16, 2017","12,804.53","12,787.69","12,841.66","12,776.02","80.32M","-0.02%"
"May 15, 2017","12,807.04","12,824.05","12,832.29","12,729.49","87.08M","0.29%"
"May 12, 2017","12,770.41","12,728.84","12,771.00","12,714.38","109.48M","0.47%"
"May 11, 2017","12,711.06","12,767.13","12,772.88","12,662.49","103.24M","-0.36%"
"May 10, 2017","12,757.46","12,728.97","12,776.08","12,715.67","108.07M","0.07%"
"May 09, 2017","12,749.12","12,732.74","12,783.23","12,703.96","113.26M","0.43%"
"May 08, 2017","12,694.55","12,758.48","12,762.04","12,659.70","100.74M","-0.18%"
"May 05, 2017","12,716.89","12,601.46","12,718.66","12,591.75","107.71M","0.55%"
"May 04, 2017","12,647.78","12,552.06","12,648.22","12,539.71","105.61M","0.96%"
"May 03, 2017","12,527.84","12,502.36","12,532.25","12,477.87","81.77M","0.16%"
"May 02, 2017","12,507.90","12,478.46","12,511.17","12,433.51","87.90M","0.56%"
"Apr 28, 2017","12,438.01","12,417.89","12,462.11","12,414.10","104.96M","-0.05%"
"Apr 27, 2017","12,443.79","12,440.01","12,478.28","12,426.99","104.31M","-0.23%"
"Apr 26, 2017","12,472.80","12,466.50","12,486.29","12,442.37","90.38M","0.05%"
"Apr 25, 2017","12,467.04","12,457.83","12,482.90","12,439.11","94.32M","0.10%"
"Apr 24, 2017","12,454.98","12,296.56","12,456.18","12,289.37","191.82M","3.37%"
"Apr 21, 2017","12,048.57","12,032.78","12,091.33","12,009.12","109.70M","0.18%"
"Apr 20, 2017","12,027.32","11,968.06","12,050.66","11,941.57","85.38M","0.09%"
"Apr 19, 2017","12,016.45","12,014.03","12,040.23","12,001.86","85.82M","0.13%"
"Apr 18, 2017","12,000.44","12,135.61","12,162.47","11,996.74","89.78M","-0.90%"
"Apr 13, 2017","12,109.00","12,137.57","12,147.70","12,089.94","75.85M","-0.38%"
"Apr 12, 2017","12,154.70","12,174.96","12,242.76","12,123.12","76.48M","0.13%"
"Apr 11, 2017","12,139.35","12,149.40","12,221.43","12,049.93","84.12M","-0.50%"
"Apr 10, 2017","12,200.52","12,244.50","12,246.88","12,178.10","58.53M","-0.20%"
"Apr 07, 2017","12,225.06","12,174.51","12,225.06","12,144.98","74.11M","-0.05%"
"Apr 06, 2017","12,230.89","12,147.37","12,242.50","12,119.04","76.55M","0.11%"
"Apr 05, 2017","12,217.54","12,280.06","12,293.13","12,212.17","86.82M","-0.53%"
"Apr 04, 2017","12,282.34","12,255.72","12,288.78","12,225.38","118.11M","0.21%"
"Apr 03, 2017","12,257.20","12,368.82","12,375.58","12,256.94","88.50M","-0.45%"
"Mar 31, 2017","12,312.87","12,241.57","12,313.29","12,230.17","113.06M","0.46%"
"Mar 30, 2017","12,256.43","12,220.64","12,258.37","12,200.34","88.51M","0.44%"
"Mar 29, 2017","12,203.00","12,195.86","12,233.76","12,180.83","104.38M","0.44%"
"Mar 28, 2017","12,149.42","12,062.69","12,158.72","12,045.17","95.84M","1.28%"
"Mar 27, 2017","11,996.07","11,957.65","11,996.35","11,916.07","88.96M","-0.57%"
"Mar 24, 2017","12,064.27","12,033.27","12,082.67","12,010.33","95.56M","0.20%"
"Mar 23, 2017","12,039.68","11,914.20","12,043.67","11,896.68","87.34M","1.14%"
"Mar 22, 2017","11,904.12","11,870.78","11,934.35","11,850.27","110.18M","-0.48%"
"Mar 21, 2017","11,962.13","12,083.01","12,111.24","11,938.42","134.94M","-0.75%"
"Mar 20, 2017","12,052.90","12,050.81","12,082.31","12,033.24","110.67M","-0.35%"
"Mar 17, 2017","12,095.24","12,039.24","12,117.90","12,018.27","193.23M","0.10%"
"Mar 16, 2017","12,083.18","12,140.30","12,156.44","12,046.07","123.03M","0.61%"
"Mar 15, 2017","12,009.87","12,000.44","12,027.05","11,977.32","104.49M","0.18%"
"Mar 14, 2017","11,988.79","11,987.34","12,002.75","11,930.38","108.40M","-0.01%"
"Mar 13, 2017","11,990.03","11,954.80","12,006.01","11,949.03","78.03M","0.22%"
"Mar 10, 2017","11,963.18","12,018.48","12,067.07","11,936.81","110.64M","-0.13%"
"Mar 09, 2017","11,978.39","11,923.51","12,024.70","11,917.78","106.15M","0.09%"
"Mar 08, 2017","11,967.31","11,922.86","12,017.28","11,922.31","99.11M","0.01%"
"Mar 07, 2017","11,966.14","11,963.76","11,988.87","11,935.33","78.82M","0.06%"
"Mar 06, 2017","11,958.40","11,956.81","11,998.83","11,921.57","99.17M","-0.57%"
"Mar 03, 2017","12,027.36","11,998.06","12,058.21","11,995.40","103.29M","-0.27%"
"Mar 02, 2017","12,059.57","12,052.80","12,082.59","12,041.90","82.10M","-0.06%"
"Mar 01, 2017","12,067.19","11,915.03","12,074.02","11,913.84","109.55M","1.97%"
"Feb 28, 2017","11,834.41","11,847.09","11,853.50","11,780.83","73.50M","0.10%"
"Feb 27, 2017","11,822.67","11,858.14","11,860.82","11,792.51","64.79M","0.16%"
"Feb 24, 2017","11,804.03","11,920.90","11,934.64","11,722.35","101.75M","-1.20%"
"Feb 23, 2017","11,947.83","11,994.06","12,015.98","11,925.88","71.93M","-0.42%"
"Feb 22, 2017","11,998.59","11,989.71","12,031.11","11,966.02","94.71M","0.26%"
"Feb 21, 2017","11,967.49","11,817.97","11,987.58","11,798.48","77.83M","1.18%"
"Feb 20, 2017","11,827.62","11,831.71","11,841.06","11,804.72","56.38M","0.60%"
"Feb 17, 2017","11,757.02","11,759.57","11,775.40","11,693.70","92.67M","-0.00%"
"Feb 16, 2017","11,757.24","11,778.99","11,814.70","11,728.38","76.43M","-0.31%"
"Feb 15, 2017","11,793.93","11,834.48","11,848.04","11,725.38","88.88M","0.19%"
"Feb 14, 2017","11,771.81","11,766.99","11,787.82","11,752.68","72.65M","-0.02%"
"Feb 13, 2017","11,774.43","11,697.99","11,812.69","11,684.91","79.03M","0.92%"
"Feb 10, 2017","11,666.97","11,698.70","11,711.55","11,645.13","79.22M","0.21%"
"Feb 09, 2017","11,642.86","11,584.40","11,657.24","11,548.18","110.08M","0.86%"
"Feb 08, 2017","11,543.38","11,546.93","11,591.26","11,479.78","98.26M","-0.05%"
"Feb 07, 2017","11,549.44","11,498.49","11,606.26","11,483.83","72.25M","0.34%"
"Feb 06, 2017","11,509.84","11,628.03","11,679.91","11,509.58","95.25M","-1.22%"
"Feb 03, 2017","11,651.49","11,636.23","11,696.94","11,627.98","82.67M","0.20%"
"Feb 02, 2017","11,627.95","11,628.28","11,675.98","11,603.65","100.63M","-0.27%"
"Feb 01, 2017","11,659.50","11,646.42","11,723.39","11,622.60","97.42M","1.08%"
"Jan 31, 2017","11,535.31","11,692.53","11,733.16","11,535.31","100.43M","-1.25%"
"Jan 30, 2017","11,681.89","11,786.31","11,792.33","11,659.35","77.63M","-1.12%"
"Jan 27, 2017","11,814.27","11,841.72","11,844.68","11,798.26","73.42M","-0.29%"
"Jan 26, 2017","11,848.63","11,867.91","11,893.08","11,819.76","93.50M","0.36%"
"Jan 25, 2017","11,806.05","11,677.63","11,827.73","11,669.30","123.21M","1.82%"
"Jan 24, 2017","11,594.94","11,554.80","11,596.18","11,538.05","81.68M","0.43%"
"Jan 23, 2017","11,545.75","11,545.97","11,605.29","11,508.83","80.31M","-0.73%"
"Jan 20, 2017","11,630.13","11,568.90","11,636.79","11,547.04","114.83M","0.29%"
"Jan 19, 2017","11,596.89","11,624.11","11,644.88","11,578.91","91.89M","-0.02%"
"Jan 18, 2017","11,599.39","11,592.12","11,599.39","11,529.76","82.31M","0.51%"
"Jan 17, 2017","11,540.00","11,521.50","11,583.43","11,425.14","87.26M","-0.13%"
"Jan 16, 2017","11,554.71","11,537.45","11,579.05","11,535.96","63.00M","-0.64%"
"Jan 13, 2017","11,629.18","11,576.78","11,635.55","11,554.45","82.61M","0.94%"
"Jan 12, 2017","11,521.04","11,599.24","11,606.43","11,491.87","101.60M","-1.07%"
"Jan 11, 2017","11,646.17","11,587.53","11,692.27","11,524.99","101.23M","0.54%"
"Jan 10, 2017","11,583.30","11,583.24","11,606.95","11,544.99","88.74M","0.17%"
"Jan 09, 2017","11,563.99","11,606.89","11,606.89","11,522.35","81.16M","-0.30%"
"Jan 06, 2017","11,599.01","11,560.52","11,605.74","11,547.05","69.16M","0.12%"
"Jan 05, 2017","11,584.94","11,537.73","11,602.54","11,537.40","77.24M","0.01%"
"Jan 04, 2017","11,584.31","11,609.53","11,616.09","11,531.43","84.72M","0.00%"
"Jan 03, 2017","11,584.24","11,631.70","11,637.37","11,561.23","91.15M","-0.12%"
"Jan 02, 2017","11,598.33","11,426.38","11,617.28","11,414.82","48.92M","1.02%"
"Dec 30, 2016","11,481.06","11,443.31","11,481.66","11,405.77","43.10M","0.26%"
"Dec 29, 2016","11,451.05","11,411.36","11,459.19","11,404.82","45.11M","-0.21%"
"Dec 28, 2016","11,474.99","11,469.45","11,475.89","11,459.40","47.14M","0.02%"
"Dec 27, 2016","11,472.24","11,457.91","11,481.46","11,451.55","29.55M","0.19%"
"Dec 23, 2016","11,449.93","11,477.23","11,480.18","11,409.43","55.10M","-0.05%"
"Dec 22, 2016","11,456.10","11,444.41","11,475.76","11,428.77","51.52M","-0.11%"
"Dec 21, 2016","11,468.64","11,445.23","11,479.88","11,440.29","64.31M","0.03%"
"Dec 20, 2016","11,464.74","11,415.30","11,472.08","11,406.95","78.15M","0.33%"
"Dec 19, 2016","11,426.70","11,384.03","11,426.70","11,380.12","83.39M","0.20%"
"Dec 16, 2016","11,404.01","11,368.64","11,451.57","11,357.15","184.16M","0.33%"
"Dec 15, 2016","11,366.40","11,267.03","11,387.11","11,267.03","145.75M","1.08%"
"Dec 14, 2016","11,244.84","11,254.47","11,281.43","11,235.24","93.09M","-0.35%"
"Dec 13, 2016","11,284.65","11,194.67","11,300.44","11,191.64","101.53M","0.84%"
"Dec 12, 2016","11,190.21","11,198.42","11,213.04","11,141.86","92.59M","-0.12%"
"Dec 09, 2016","11,203.63","11,170.18","11,231.69","11,145.98","107.04M","0.22%"
"Dec 08, 2016","11,179.42","11,035.76","11,193.10","10,990.60","180.24M","1.75%"
"Dec 07, 2016","10,986.69","10,885.05","10,988.79","10,873.81","148.43M","1.96%"
"Dec 06, 2016","10,775.32","10,685.00","10,786.26","10,668.67","142.69M","0.85%"
"Dec 05, 2016","10,684.83","10,494.64","10,730.74","10,493.62","107.27M","1.63%"
"Dec 02, 2016","10,513.35","10,436.48","10,545.37","10,402.59","86.40M","-0.20%"
"Dec 01, 2016","10,534.05","10,593.06","10,627.10","10,502.54","93.40M","-1.00%"
"Nov 30, 2016","10,640.30","10,615.79","10,691.67","10,606.04","110.33M","0.19%"
"Nov 29, 2016","10,620.49","10,562.15","10,624.76","10,539.23","80.84M","0.36%"
"Nov 28, 2016","10,582.67","10,655.92","10,658.36","10,554.94","75.86M","-1.09%"
"Nov 25, 2016","10,699.27","10,700.17","10,710.16","10,649.37","61.04M","0.09%"
"Nov 24, 2016","10,689.26","10,689.16","10,715.65","10,653.62","55.62M","0.25%"
"Nov 23, 2016","10,662.44","10,718.89","10,742.66","10,602.21","95.53M","-0.48%"
"Nov 22, 2016","10,713.85","10,745.67","10,767.73","10,707.87","85.87M","0.27%"
"Nov 21, 2016","10,685.13","10,697.95","10,727.09","10,595.14","73.72M","0.19%"
"Nov 18, 2016","10,664.56","10,735.05","10,737.98","10,649.12","106.65M","-0.20%"
"Nov 17, 2016","10,685.54","10,640.36","10,686.88","10,604.32","98.11M","0.20%"
"Nov 16, 2016","10,663.87","10,726.34","10,735.47","10,610.27","98.81M","-0.66%"
"Nov 15, 2016","10,735.14","10,720.93","10,748.31","10,666.17","107.33M","0.39%"
"Nov 14, 2016","10,693.69","10,750.62","10,802.39","10,677.09","134.89M","0.24%"
"Nov 11, 2016","10,667.95","10,702.88","10,714.47","10,584.31","133.41M","0.36%"
"Nov 10, 2016","10,630.12","10,710.04","10,793.97","10,575.96","191.30M","-0.15%"
"Nov 09, 2016","10,646.01","10,181.89","10,646.55","10,174.92","173.82M","1.56%"
"Nov 08, 2016","10,482.32","10,449.52","10,486.04","10,414.83","78.08M","0.24%"
"Nov 07, 2016","10,456.95","10,410.56","10,456.95","10,381.14","84.89M","1.93%"
"Nov 04, 2016","10,259.13","10,281.87","10,286.39","10,212.53","90.28M","-0.65%"
"Nov 03, 2016","10,325.88","10,341.86","10,406.72","10,325.88","85.26M","-0.43%"
"Nov 02, 2016","10,370.93","10,443.52","10,460.93","10,368.20","92.79M","-1.47%"
"Nov 01, 2016","10,526.16","10,724.14","10,730.48","10,506.39","77.98M","-1.30%"
"Oct 31, 2016","10,665.01","10,658.67","10,687.74","10,634.34","70.46M","-0.29%"
"Oct 28, 2016","10,696.19","10,634.99","10,716.16","10,583.57","72.76M","-0.19%"
"Oct 27, 2016","10,717.08","10,691.86","10,772.67","10,656.18","84.11M","0.07%"
"Oct 26, 2016","10,709.68","10,726.22","10,737.79","10,632.29","78.21M","-0.44%"
"Oct 25, 2016","10,757.31","10,786.25","10,827.72","10,738.36","92.48M","-0.04%"
"Oct 24, 2016","10,761.17","10,743.87","10,820.08","10,743.87","79.89M","0.47%"
"Oct 21, 2016","10,710.73","10,710.51","10,737.26","10,672.35","86.86M","0.09%"
"Oct 20, 2016","10,701.39","10,665.75","10,748.41","10,592.89","106.41M","0.52%"
"Oct 19, 2016","10,645.68","10,626.99","10,672.22","10,587.71","75.98M","0.13%"
"Oct 18, 2016","10,631.55","10,560.14","10,657.34","10,543.69","88.96M","1.22%"
"Oct 17, 2016","10,503.57","10,544.69","10,583.70","10,491.28","63.73M","-0.73%"
"Oct 14, 2016","10,580.38","10,450.06","10,615.30","10,449.47","101.26M","1.60%"
"Oct 13, 2016","10,414.07","10,425.79","10,430.83","10,349.06","98.76M","-1.04%"
"Oct 12, 2016","10,523.07","10,572.72","10,604.00","10,503.20","90.40M","-0.51%"
"Oct 11, 2016","10,577.16","10,600.94","10,692.36","10,568.72","97.98M","-0.44%"
"Oct 10, 2016","10,624.08","10,496.01","10,639.41","10,454.98","101.67M","1.27%"
"Oct 07, 2016","10,490.86","10,549.69","10,579.09","10,465.35","125.27M","-0.74%"
"Oct 06, 2016","10,568.80","10,641.13","10,641.13","10,537.68","108.66M","-0.16%"
"Oct 05, 2016","10,585.78","10,535.62","10,622.44","10,486.63","96.74M","-0.32%"
"Oct 04, 2016","10,619.61","10,492.97","10,646.72","10,492.25","131.53M","1.03%"
"Sep 30, 2016","10,511.02","10,240.69","10,531.26","10,189.94","188.17M","1.01%"
"Sep 29, 2016","10,405.54","10,545.60","10,575.34","10,370.23","103.88M","-0.31%"
"Sep 28, 2016","10,438.34","10,425.89","10,518.36","10,417.15","87.74M","0.74%"
"Sep 27, 2016","10,361.48","10,451.40","10,455.88","10,265.69","111.48M","-0.31%"
"Sep 26, 2016","10,393.71","10,555.19","10,560.83","10,385.63","105.45M","-2.19%"
"Sep 23, 2016","10,626.97","10,662.49","10,675.62","10,610.95","70.00M","-0.44%"
"Sep 22, 2016","10,674.18","10,518.53","10,705.40","10,517.80","98.95M","2.28%"
"Sep 21, 2016","10,436.49","10,496.43","10,535.25","10,427.22","79.03M","0.41%"
"Sep 20, 2016","10,393.86","10,374.68","10,465.95","10,371.62","74.05M","0.19%"
"Sep 19, 2016","10,373.87","10,349.87","10,381.93","10,326.75","72.79M","0.95%"
"Sep 16, 2016","10,276.17","10,403.67","10,427.20","10,262.19","214.98M","-1.49%"
"Sep 15, 2016","10,431.20","10,360.84","10,446.40","10,337.23","83.38M","0.51%"
"Sep 14, 2016","10,378.40","10,410.30","10,450.41","10,369.72","94.00M","-0.08%"
"Sep 13, 2016","10,386.60","10,483.07","10,507.04","10,382.85","89.96M","-0.43%"
"Sep 12, 2016","10,431.77","10,380.46","10,431.90","10,299.38","172.22M","-1.34%"
"Sep 09, 2016","10,573.44","10,641.81","10,671.66","10,539.31","101.92M","-0.95%"
"Sep 08, 2016","10,675.29","10,749.82","10,780.42","10,570.06","93.70M","-0.72%"
"Sep 07, 2016","10,752.98","10,706.86","10,775.93","10,659.73","79.76M","0.62%"
"Sep 06, 2016","10,687.14","10,704.89","10,742.49","10,657.43","67.23M","0.14%"
"Sep 05, 2016","10,672.22","10,712.17","10,740.39","10,671.55","58.16M","-0.11%"
"Sep 02, 2016","10,683.82","10,570.70","10,693.64","10,516.81","83.69M","1.42%"
"Sep 01, 2016","10,534.31","10,622.33","10,676.32","10,492.29","104.48M","-0.55%"
"Aug 31, 2016","10,592.69","10,627.18","10,666.81","10,591.44","89.94M","-0.61%"
"Aug 30, 2016","10,657.64","10,588.71","10,688.48","10,588.48","62.09M","1.07%"
"Aug 29, 2016","10,544.44","10,503.88","10,566.69","10,441.81","35.06M","-0.41%"
"Aug 26, 2016","10,587.77","10,512.21","10,613.06","10,484.03","49.68M","0.55%"
"Aug 25, 2016","10,529.59","10,576.56","10,576.56","10,470.73","54.75M","-0.88%"
"Aug 24, 2016","10,622.97","10,531.14","10,653.17","10,515.16","62.92M","0.28%"
"Aug 23, 2016","10,592.88","10,542.95","10,627.00","10,516.27","57.65M","0.94%"
"Aug 22, 2016","10,494.35","10,528.88","10,656.25","10,443.48","60.73M","-0.47%"
"Aug 19, 2016","10,544.36","10,613.23","10,618.11","10,490.96","75.39M","-0.55%"
"Aug 18, 2016","10,603.03","10,613.08","10,625.33","10,548.97","55.43M","0.62%"
